04/01/2016,46
10/01/2016,42
17/01/2016,42
24/01/2016,42
31/01/2016,41
07/02/2016,40
14/02/2016,41
21/02/2016,43
28/02/2016,43
06/03/2016,42
13/03/2016,42
20/03/2016,59
27/03/2016,50
03/04/2016,45
10/04/2016,42
17/04/2016,41
24/04/2016,40
01/05/2016,41
08/05/2016,40
15/05/2016,40
22/05/2016,40
29/05/2016,40
05/06/2016,41
12/06/2016,42
19/06/2016,43
26/06/2016,43
03/07/2016,45
10/07/2016,48
17/07/2016,46
24/07/2016,47
31/07/2016,47
07/08/2016,44
14/08/2016,44
21/08/2016,46
28/08/2016,49
04/09/2016,94
11/09/2016,73
18/09/2016,65
25/09/2016,55
02/10/2016,53
09/10/2016,52
16/10/2016,49
23/10/2016,48
30/10/2016,48
06/11/2016,46
13/11/2016,47
20/11/2016,50
27/11/2016,48
04/12/2016,45
11/12/2016,48
18/12/2016,51
25/12/2016,53
01/01/2017,49
08/01/2017,45
15/01/2017,44
22/01/2017,42
29/01/2017,41
05/02/2017,41
12/02/2017,40
19/02/2017,41
26/02/2017,40
05/03/2017,40
12/03/2017,39
19/03/2017,42
26/03/2017,43
02/04/2017,42
09/04/2017,40
16/04/2017,41
23/04/2017,39
30/04/2017,41
07/05/2017,39
14/05/2017,39
21/05/2017,39
28/05/2017,41
04/06/2017,42
11/06/2017,42
18/06/2017,41
25/06/2017,44
02/07/2017,43
09/07/2017,44
16/07/2017,44
23/07/2017,45
30/07/2017,43
06/08/2017,44
13/08/2017,43
20/08/2017,45
27/08/2017,45
03/09/2017,46
10/09/2017,100
17/09/2017,63
24/09/2017,55
01/10/2017,53
08/10/2017,48
15/10/2017,48
22/10/2017,54
29/10/2017,59
05/11/2017,60
12/11/2017,55
19/11/2017,57
26/11/2017,56
03/12/2017,54
10/12/2017,51
17/12/2017,54
24/12/2017,61
31/12/2017,52
